SupplierID,ShipperID,CategoryID,ProductID,CustomerID,EmployeeID,OrderID,OrderDetailID,Quantity,OrderDate,LastName,FirstName,BirthDate,Photo,Notes,CustomerName,CustomerContactName,CustomerAddress,CustomerCity,CustomerPostalCode,CustomerCountry,ProductName,Unit,Price,CategoryName,Description,ShipperName,Phone.x,SupplierName,SupplierContactName,SupplierAddress,SupplierCity,SupplierPostalCode,SupplierCountry,SupplierPhone
7,3,8,18,9,1,10340,247,20,10/29/96,Davolio,Nancy,12/8/68,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Carnarvon Tigers,16 kg pkg.,62.5,Seafood,Seaweed and fish,Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,1,1,70,88,3,10420,462,8,1/21/97,Leverling,Janet,8/30/63,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Wellington Importadora,Paula Parente,"Rua do Mercado, 12",Resende,08737-363,Brazil,Outback Lager,24 - 355 ml bottles,15,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,(503) 555-9831,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,1,1,70,7,2,10265,51,20,7/25/96,Fuller,Andrew,2/19/52,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Blondel père et fils,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,Outback Lager,24 - 355 ml bottles,15,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,(503) 555-9831,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,2,8,18,51,3,10332,224,40,10/17/96,Leverling,Janet,8/30/63,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,Carnarvon Tigers,16 kg pkg.,62.5,Seafood,Seaweed and fish,United Package,(503) 555-3199,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,3,3,16,67,8,10287,105,40,8/22/96,Callahan,Laura,1/9/58,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Ricardo Adocicados,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,Pavlova,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,1,3,16,46,6,10296,131,30,9/3/96,Suyama,Michael,7/2/63,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Pavlova,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Speedy Express,(503) 555-9831,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,3,2,63,80,1,10293,122,5,8/29/96,Davolio,Nancy,12/8/68,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,Vegie-spread,15 - 625 g jars,43.9,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,3,3,16,68,9,10255,22,35,7/12/96,Dodsworth,Anne,7/2/69,EmpID9.pic,Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.,Richter Supermarkt,Michael Holz,Grenzacherweg 237,Genève,1203,Switzerland,Pavlova,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,2,1,70,10,4,10389,378,30,12/20/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Bottom-Dollar Marketse,Elizabeth Lincoln,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Outback Lager,24 - 355 ml bottles,15,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,(503) 555-3199,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,2,6,17,76,4,10302,145,40,9/10/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Suprêmes délices,Pascale Cartrain,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Alice Mutton,20 - 1 kg tins,39,Meat/Poultry,Prepared meats,United Package,(503) 555-3199,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,1,6,17,20,4,10430,482,45,1/30/97,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Alice Mutton,20 - 1 kg tins,39,Meat/Poultry,Prepared meats,Speedy Express,(503) 555-9831,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,1,1,70,55,4,10260,38,21,7/19/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Outback Lager,24 - 355 ml bottles,15,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,(503) 555-9831,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,3,3,16,51,6,10439,506,16,2/7/97,Suyama,Michael,7/2/63,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,Pavlova,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,3,3,16,72,5,10359,296,56,11/21/96,Buchanan,Steven,3/4/55,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",Seven Seas Imports,Hari Kumar,90 Wadhurst Rd.,London,OX15 4NB,UK,Pavlova,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,3,3,16,20,9,10263,44,60,7/23/96,Dodsworth,Anne,7/2/69,EmpID9.pic,Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Pavlova,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,2,6,17,44,8,10279,83,15,8/13/96,Callahan,Laura,1/9/58,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,Alice Mutton,20 - 1 kg tins,39,Meat/Poultry,Prepared meats,United Package,(503) 555-3199,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,3,8,18,55,8,10305,154,25,9/13/96,Callahan,Laura,1/9/58,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Carnarvon Tigers,16 kg pkg.,62.5,Seafood,Seaweed and fish,Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,2,6,17,51,2,10339,245,70,10/28/96,Fuller,Andrew,2/19/52,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,Alice Mutton,20 - 1 kg tins,39,Meat/Poultry,Prepared meats,United Package,(503) 555-3199,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,3,3,16,20,4,10403,415,21,1/3/97,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Pavlova,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,1,2,63,71,9,10324,201,80,10/8/96,Dodsworth,Anne,7/2/69,EmpID9.pic,Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,Vegie-spread,15 - 625 g jars,43.9,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Speedy Express,(503) 555-9831,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,2,1,70,38,4,10315,182,30,9/26/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Outback Lager,24 - 355 ml bottles,15,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,(503) 555-3199,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
7,2,3,16,77,8,10310,169,10,9/20/96,Callahan,Laura,1/9/58,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,The Big Cheese,Liz Nixon,89 Jefferson Way Suite 2,Portland,97201,USA,Pavlova,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
8,3,3,19,21,2,10414,443,18,1/14/97,Fuller,Andrew,2/19/52,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,20,62,5,10372,331,12,12/4/96,Buchanan,Steven,3/4/55,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",Queen Cozinha,Lúcia Carvalho,"Alameda dos Canàrios, 891",São Paulo,05487-020,Brazil,Sir Rodney's Marmalade,30 gift boxes,81,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,19,75,4,10329,217,10,10/15/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,21,61,4,10261,39,20,7/19/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Que Delícia,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,68,51,7,10424,473,30,1/23/97,King,Robert,5/29/60,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,Scottish Longbreads,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,20,81,1,10292,119,20,8/28/96,Davolio,Nancy,12/8/68,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Tradição Hipermercados,Anabela Domingues,"Av. Inês de Castro, 414",São Paulo,05634-030,Brazil,Sir Rodney's Marmalade,30 gift boxes,81,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,19,63,2,10345,262,80,11/4/96,Fuller,Andrew,2/19/52,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,1307,Germany,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,19,79,3,10438,502,15,2/6/97,Leverling,Janet,8/30/63,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Toms Spezialitäten,Karin Josephs,Luisenstr. 48,Münster,44087,Germany,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,1,3,19,69,4,10281,87,1,8/14/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Romero y tomillo,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",Speedy Express,(503) 555-9831,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,3,3,21,87,5,10333,228,10,10/18/96,Buchanan,Steven,3/4/55,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,19,67,4,10299,139,15,9/6/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Ricardo Adocicados,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,3,3,68,28,4,10328,216,10,10/14/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,Scottish Longbreads,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,1,3,21,62,7,10406,422,30,1/7/97,King,Robert,5/29/60,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Queen Cozinha,Lúcia Carvalho,"Alameda dos Canàrios, 891",São Paulo,05487-020,Brazil,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,Confections,"Desserts, candies, and sweet breads",Speedy Express,(503) 555-9831,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,68,48,2,10307,161,3,9/17/96,Fuller,Andrew,2/19/52,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Lonesome Pine Restaurant,Fran Wilson,89 Chiaroscuro Rd.,Portland,97219,USA,Scottish Longbreads,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,1,3,68,66,4,10288,109,3,8/23/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Reggiani Caseifici,Maurizio Moroni,Strada Provinciale 124,Reggio Emilia,42100,Italy,Scottish Longbreads,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Speedy Express,(503) 555-9831,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,1,3,19,61,8,10421,464,4,1/21/97,Callahan,Laura,1/9/58,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Que Delícia,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",Speedy Express,(503) 555-9831,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,3,3,68,73,4,10417,452,36,1/16/97,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Simons bistro,Jytte Petersen,Vinbæltet 34,København,1734,Denmark,Scottish Longbreads,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,1,3,21,60,5,10397,398,10,12/27/96,Buchanan,Steven,3/4/55,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",Princesa Isabel Vinhoss,Isabel de Castro,Estrada da saúde n. 58,Lisboa,1756,Portugal,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,Confections,"Desserts, candies, and sweet breads",Speedy Express,(503) 555-9831,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,68,84,8,10334,231,10,10/21/96,Callahan,Laura,1/9/58,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Victuailles en stock,Mary Saveley,"2, rue du Commerce",Lyon,69004,France,Scottish Longbreads,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,68,49,2,10300,142,20,9/9/96,Fuller,Andrew,2/19/52,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,Scottish Longbreads,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,2,3,20,65,6,10272,63,6,8/2/96,Suyama,Michael,7/2/63,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Sir Rodney's Marmalade,30 gift boxes,81,Confections,"Desserts, candies, and sweet breads",United Package,(503) 555-3199,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,3,3,19,87,8,10416,447,20,1/16/97,Callahan,Laura,1/9/58,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,3,3,21,13,4,10259,33,10,7/18/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Centro comercial Moctezuma,Francisco Chang,Sierras de Granada 9993,México D.F.,5022,Mexico,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,3,3,19,46,3,10283,93,18,8/16/96,Leverling,Janet,8/30/63,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",Federal Shipping,(503) 555-9931,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
8,1,3,68,44,4,10343,257,4,10/31/96,Peacock,Margaret,9/19/58,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,Scottish Longbreads,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Speedy Express,(503) 555-9831,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
